name,cas,comptype,formula,molar_mass_kg_per_mol,liquid_density_kg_per_m3,tc_k,pc_pa,acentric_factor,normal_boiling_point_k,mwavg,critical_volume_m3_per_mol,href,cpa,cpb,cpc,cpd,cpe,antoine_type,antoinea,antoineb,antoinec,antoined,antoinee,dipole_moment_debye,viscosity_correction_factor,ljdiameter,ljeps,sphericalcoreradius,liqvisc1,liqvisc2,liqvisc3,liqvisc4,gibbsenergyofformation,dielectricparameter1,dielectricparameter2,dielectricparameter3,dielectricparameter4,dielectricparameter5,ioniccharge,referencestatetype,henrycoef1,henrycoef2,henrycoef3,henrycoef4,schwartzentruber1,schwartzentruber2,schwartzentruber3,liquidconductivity1,liquidconductivity2,liquidconductivity3,parachor,heatoffusion,triplepointdensity,triplepointpressure,triplepointtemperature,meltingpointtemperature,enthalpyofformation,absoluteentropy,soliddensitycoefs1,soliddensitycoefs2,soliddensitycoefs3,soliddensitycoefs4,heatofvaporizationcoefs1,heatofvaporizationcoefs2,heatofvaporizationcoefs3,heatofvaporizationcoefs4,stddens,mc1,mc2,mc3,twucoon1,twucoon2,twucoon3,associationsites,associationscheme,racketzcpa,volcorrcpa_t,associationboundingvolume_srk,associationenergy,acpa_srk,bcpa_srk,mcpa_srk,acpa_pr,bcpa_pr,mcpa_pr,associationboundingvolume_pr,antoinesolida,antoinesolidb,antoinesolidc,hsub,criticalviscosity,hydratea1small,hydrateb1small,hydratea1large,hydrateb1large,hydratea2small,hydrateb2small,hydratea2large,hydrateb2large,hydrateformer,msaft,sigma_saft_m,epsiksaft,associationboundingvolume_pcsaft,associationenergy_pcsaft,ljdiameterhydrate,ljepshydrate,sphericalcoreradiushydrate,deshmationicdiameter,waxformer,b2_largegf,a1_smallgf,b1_smallgf,a1_largegf,b1_largegf,a2_smallgf,b2_smallgf,a2_largegf,cpsolid1,cpsolid2,cpsolid3,cpsolid4,cpliquid1,cpliquid2,cpliquid3,cpliquid4,cpliquid5,mcpr1,mcpr2,mcpr3,parachor_cpa,lambdarsaftvrmie,lambdaasaftvrmie,msaftvrmie,sigma_saft_vr_mie_m,epsiksaftvrmie,associationenergy_saftvrmie,associationvolume_saftvrmie,umrcpa_mc1,umrcpa_mc2,umrcpa_mc3,umrcpa_mc4,umrcpa_mc5,umrcpa_a0,umrcpa_b,umrcpa_assocenergy,umrcpa_assocvolume,umrcpa_associating,umrcpa_racketz,citation
hco3-,71-52-3,ion,HCO3,0.061,797.0,717.3,29089000.0,0.344,337.7,61.0,9.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.215,3.12,481.8,0.0,-39.35,4826.0,0.1091,-0.000113,-586770.0,0.0,0.0,0.0,0.0,0.0,-1.0,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.384,0.00525,-6.37e-06,207.0,6000.0,1000.0,0.00611,273.0,273.0,-691990.0,91.2,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,3.12,481.8,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
li+,17341-24-1,ion,Li,0.006941,797.0,717.3,29089000.0,0.344,337.7,6.941,9.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.215,4.76,481.8,0.0,-39.35,4826.0,0.1091,-0.000113,-293310.0,0.0,0.0,0.0,0.0,0.0,1.0,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.384,0.00525,-6.37e-06,207.0,6000.0,1000.0,0.00611,273.0,273.0,-278490.0,13.4,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,4.76,481.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
k+,24203-36-9,ion,K,0.0391,797.0,717.3,29089000.0,0.344,337.7,39.1,9.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.215,2.5,481.8,0.0,-39.35,4826.0,0.1091,-0.000113,-283270.0,0.0,0.0,0.0,0.0,0.0,1.0,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.384,0.00525,-6.37e-06,207.0,6000.0,1000.0,0.00611,273.0,273.0,-252380.0,102.5,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,2.5,481.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
ca++,14127-61-8,ion,Ca2,0.04008,797.0,717.3,29089000.0,0.344,337.7,40.08,9.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.215,6.2,481.8,0.0,-39.35,4826.0,0.1091,-0.000113,-553580.0,0.0,0.0,0.0,0.0,0.0,2.0,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.384,0.00525,-6.37e-06,52.8786226,6000.0,1000.0,0.00611,273.0,273.0,-542830.0,-53.1,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,6.2,481.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
i-,20461-54-5,ion,I,0.1269,797.0,717.3,29089000.0,0.344,337.7,126.9,9.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.215,4.32,481.8,0.0,-39.35,4826.0,0.1091,-0.000113,-51570.0,0.0,0.0,0.0,0.0,0.0,-1.0,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.384,0.00525,-6.37e-06,207.0,6000.0,1000.0,0.00611,273.0,273.0,-55190.0,111.3,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,4.32,481.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
sr++,22537-39-9,ion,Sr,0.08762,797.0,717.3,29089000.0,0.344,337.7,32.042,9.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.215,6.2,481.8,0.0,-39.35,4826.0,0.1091,-0.000113,-559480.0,0.0,0.0,0.0,0.0,0.0,2.0,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.384,0.00525,-6.37e-06,207.0,6000.0,1000.0,0.00611,273.0,273.0,-545800.0,-32.6,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,6.2,481.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
ba++,22541-12-4,ion,Ba,0.1373,797.0,717.3,29089000.0,0.344,337.7,137.3,9.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.215,5.8,481.8,0.0,-39.35,4826.0,0.1091,-0.000113,-560770.0,0.0,0.0,0.0,0.0,0.0,2.0,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.384,0.00525,-6.37e-06,207.0,6000.0,1000.0,0.00611,273.0,273.0,-537640.0,9.6,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,5.8,481.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
oh-,14280-30-9,ion,OH,0.017001000000000002,797.0,717.3,29089000.0,0.344,337.7,17.001,9.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.215,3.52,481.8,0.0,-39.35,4826.0,0.1091,-0.000113,-157244.0,0.0,0.0,0.0,0.0,0.0,-1.0,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.384,0.00525,-6.37e-06,207.0,6000.0,1000.0,0.00611,273.0,273.0,-229994.0,-10.75,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,3.52,481.8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
co3--,3812-32-6,ion,CO3minus2,0.059982,797.0,717.3,29089000.0,0.344,337.7,59.982,9.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.215,3.7,481.8,0.0,-39.35,4826.0,0.1091,-0.000113,-527810.0,0.0,0.0,0.0,0.0,0.0,-2.0,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.384,0.00525,-6.37e-06,207.0,6000.0,1000.0,0.00611,273.0,273.0,-677140.0,-56.9,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,3.7,481.8,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
nh4+,14798-03-9,ion,NH4,0.01801,797.0,717.3,29089000.0,0.344,337.7,18.01,9.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.215,2.5,481.8,0.0,-39.35,4826.0,0.1091,-0.000113,-79310.0,0.0,0.0,0.0,0.0,0.0,1.0,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.384,0.00525,-6.37e-06,207.0,6000.0,1000.0,0.00611,273.0,273.0,-132510.0,113.4,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,2.5,481.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
br-,24959-67-9,ion,Br,0.0799,797.0,717.3,29089000.0,0.344,337.7,79.9,9.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.215,3.9,481.8,0.0,-39.35,4826.0,0.1091,-0.000113,-103960.0,0.0,0.0,0.0,0.0,0.0,-1.0,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.384,0.00525,-6.37e-06,207.0,6000.0,1000.0,0.00611,273.0,273.0,-121550.0,82.4,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,3.9,481.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
n-pentane,109-66-0,HC,nC5,0.07215,626.1999999999999,469.7,3370000.0000000005,0.2515,309.2,72.151,0.00030399999999999996,39036.6,62.803956,-0.003059552,0.000984876,-1.242e-06,4.7830442e-10,pow10,4.879699,1390.4583,275.6303,0.0,0.0,0.0,0.0,5.784,341.1,0.0,-7.811,3140.0,0.0,0.0,-8370.0,-19.2905,29814.5,-0.019678,0.013189,0.031144,0.0,solute,0.0,0.0,0.0,0.0,0.0789,-1.34,0.043,0.23098,-0.0003898862,-4.037012e-08,233.9,8401.5,1000.0,6.86e-07,143.42,143.42,-146440.0,348.9,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.999,0.903861134,-0.358553152,0.663885221,0.319903,0.847895,2.10201,0.0,0,0.0,0.0,0.0,0.0,181980.0,9.1008,0.79858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0,2.5865e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,2.6896,3.7729e-10,231.2,0.0,0.0,5.784,341.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75063,-0.10734,0.38707,233.9,15.847,6.0,1.9606,4.3331e-10,321.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
n-hexane,110-54-3,HC,C6H14,0.086177,664.0,507.59999999999997,3025000.0,0.3013,341.9,86.178,0.00037,48795.1,73.420934,-0.001380124,0.001189068,-1.522e-06,5.9228936e-10,pow10,4.914074,1451.3496,238.6427,1000.0,0.0,0.0,0.0,5.949,399.3,0.0,-7.811,3140.0,0.0,0.0,150.0,-19.2905,29814.5,-0.019678,0.013189,0.031144,0.0,solute,0.0,0.0,0.0,0.0,0.0789,-1.34,0.043,0.224216,-0.0003495934,-4.962769e-09,271.0,13080.0,1000.0,1.1707e-05,177.83,177.83,-167190.0,388.8,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.999,1.1061,-1.4411,2.9173,0.175874,0.865924,3.53648,0.0,0,0.0,0.0,0.0,0.0,236810.0,10.789,0.8313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5784e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,3.0576,3.7982999999999997e-10,236.77,0.0,0.0,5.949,399.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8347,-0.31803,1.02085,271.0,17.203,6.0,2.1097,4.423e-10,354.38,0.0,0.0,0.8147,-0.012,0.2446,0.3079,-0.5865,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
benzene,71-43-2,HC,C6H6,0.078114,886.0,562.16,4898000.0,0.2108,353.29999999999995,78.114,0.000259,43185.0,29.523014,-0.051413776,0.001194306,-1.646e-06,6.8457476e-10,pow10,4.845539,1441.3177,224.2937,0.0,0.0,0.0,0.076,2.52,809.1,0.0,-24.71,4210.0,0.0453,-3.38e-05,129700.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0.0,solvent,0.0,0.0,0.0,0.0,0.0789,-1.16,0.0,0.195233,-5.591661e-05,-3.584689e-07,205.9,9200.0,1000.0,0.04837907,278.5,278.5,82930.0,269.3,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.999,0.8356,-0.375,0.9715,0.0,0.0,0.0,1.0,1A,0.0,0.0,0.11347,0.0,178760.0,7.499,0.7576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002628,5951.0,no,2.4653,3.6478e-10,287.35,0.0,0.0,2.52,809.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68309,-0.10519,0.66711,205.9,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.6906,-0.0317,0.3342,0.1739,-0.1528,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
toluene,108-88-3,HC,C7H8,0.092141,871.0,591.79,4108600.0,0.2641,383.79999999999995,92.141,0.000316,52943.5,32.141924,0.029581212,0.001110417,-1.551e-06,6.393466e-10,pow10,4.954442,1646.556,230.9279,0.0,0.0,0.36,0.076,2.52,809.1,0.0,-24.71,4210.0,0.0453,-3.38e-05,122000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0.0,solvent,0.0,0.0,0.0,0.0,0.0789,-1.16,0.0,0.188071,-0.0001113571,-2.042857e-07,207.0,6000.0,1000.0,0.00611,273.0,273.0,50170.0,320.7,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.999,0.9469,-0.5896,1.2132,0.0,0.0,0.0,1.0,1A,0.0,0.0,0.1251,0.0,233750.0,9.214,0.8037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,2.8149,3.7169e-10,285.69,0.0,0.0,2.52,809.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76465,-0.09737,0.42565,207.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.7754,-0.1438,0.4992,-0.0764,-0.0118,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
n-heptane,142-82-5,HC,C7H16,0.100205,690.0,540.2,2740000.0,0.3495,371.59999999999997,100.205,0.000432,58553.6,80.097076,0.034552984,0.001288171,-1.668e-06,6.459978e-10,pow10,5.040191,1678.1823,251.9537,0.0,0.0,0.0,0.076,2.52,809.1,0.0,-24.71,4210.0,0.0453,-3.38e-05,8200.0,2.0,0.0,0.0,0.0,0.0,0.0,solvent,0.0,0.0,0.0,0.0,0.0789,-1.16,0.0,0.19304,-0.0001805914,-1.767405e-07,311.0,14100.0,1000.0,0.00611,182.57,182.57,-187800.0,189.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.999,1.1605,-1.2606,2.5517,0.423359,0.83515,1.98292,0.0,0,0.0,0.0,0.0,0.0,291780.0,12.535,0.9137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,3.4831,3.8049e-10,238.4,0.0,0.0,2.52,809.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86479,0.07156,0.06692,311.0,18.324,6.0,2.3949,4.3175e-10,358.51,0.0,0.0,0.8727,-0.0172,0.2375,0.5625,-0.765,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
n-octane,111-65-9,HC,C8H18,0.114232,708.0,568.7,2490000.0,0.3996,398.79999999999995,114.232,0.0004919999999999999,68312.1,89.990736,0.041428662,0.001475818,-1.923e-06,7.465972e-10,pow10,5.247768,1942.5112,264.9284,0.0,0.0,0.0,0.076,2.52,809.1,0.0,-24.71,4210.0,0.0453,-3.38e-05,16260.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0.0,solvent,0.0,0.0,0.0,0.0,0.0789,-1.16,0.0,0.192717,-0.0001676486,-1.878942e-07,351.0,6000.0,1000.0,0.00611,216.37,216.37,-208450.0,189.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.999,0.9975,0.5804,-1.2075,0.367046,0.833616,2.36585,0.0,0,0.0,0.0,0.0,0.0,348750.0,14.244,0.99415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,3.8176,3.8373e-10,242.78,0.0,0.0,2.52,809.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96331,-0.2563,0.8864,351.0,19.264,6.0,2.6253,4.2986000000000005e-10,369.18,0.0,0.0,0.9377,0.0117,0.0489,0.9456,-0.8964,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
nc10,124-18-5,HC,C10H22,0.142285,734.0,617.7,2110000.0,0.4923,447.29999999999995,142.285,0.000603,87828.4,111.964638,0.034411646,0.001922778,-2.533e-06,9.951858e-10,pow10,5.555286,2410.4692,281.2561,0.0,0.0,0.0,0.076,2.52,809.1,0.0,-24.71,4210.0,0.0453,-3.38e-05,33400.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0.0,solvent,0.0,0.0,0.0,0.0,0.0789,-1.16,0.0,0.187,-0.0001368095,-1.466667e-07,431.0,9300.0,1000.0,0.00611,243.45,243.45,-249700.0,189.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.999,1.1406,0.5867,-1.361,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,473890.0,17.865,1.13243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,4.6627,3.8384e-10,243.87,0.0,0.0,2.52,809.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06818,-0.07245,0.43641,431.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0678,-0.034,0.0702,1.2554,-1.4104,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
